Daily manure biogeochemistry in feedlot at FarmTest1 in year 1
Units: per feedlot

Day,AnimalType,Heads,Milk,MeatGain,FecesC,UrineC,BeddingC,Floor-CO2,Gutter-CO2,Floor-CH4,Gutter-CH4,Floor-MOC,Gutter-MOC,Floor-DOC,Gutter-DOC,Removed_FloorC,Removed_GutterC,Feedlot_RunoffC,FecesN,UrineN,BeddingN,Floor-NH3,Gutter-NH3,Floor-N2O,Gutter-N2O,Floor-MON,Gutter-MON,Floor-urea,Gutter-urea,Floor-NH4,Gutter-NH4,Floor-NO3,Gutter-NO3,Removed_FloorN,Removed_GutterN,Feedlot_Runoff_ON,Feedlot_Runoff_IN,FecesP,UrineP,ManureP,Removed_FloorP,Removed_GutterP,Feedlot_runoff_P,FecesH2O,UrineH2O,HouseEV,Floor-water,Gutter-water,Removed_FloorH2O,Removed_GutterH2O,Floor_runoffH2O,Floor-temp,Gutter-temp,Floor_mois,Gutter-mois, Pen_soil_wfps,Floor-pH,Gutter-pH,Floor-Eh,Gutter-Eh,floor-leach-water,floor-leach-urea,floor-leach-NH4,floor-leach-NO3,floor-leach-DOC
   ,          ,     ,kg  ,kg DM   ,kgC   ,kgC   ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC,kgC         ,kgC        ,kgN   ,kgN   ,kgN     ,kgN     ,kgN     ,kgN      ,kgN      ,kgN       ,kgN     ,kgN      ,kgN      ,kgN      ,kgN         ,kgN          ,kgN      ,kgN, kgN,kgN         ,kgN     ,kgP   ,kgP   ,kgP    ,kgP ,kgP ,kgP  ,kgWater ,kgWater ,kgWater,kgWater       ,kgWater      ,kgWater,kgWater,kgWater,,          ,WFPS,WFPS,WFPS,    ,,,,kgWater,kgN,kgN,kgN,kgC

125,  0,   0.00,   0.00,   0.00, 651.56, 294.26,   0.00,   4.48,   2.20,   0.00,  14.07,   0.00,   0.00,   0.00,   0.00,-575.62,-332.32,   0.00,  23.10,  69.40,   0.00,   5.14,   0.68, 0.0013, 0.0139,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.20, -59.32,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3675.98,14703.92, 661.68,   0.00,   0.00, -73.52,-17644.70,   0.00,  14.31,  24.31,   0.06,   1.00,   0.30,  10.89,  10.12, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
126,  0,   0.00,   0.00,   0.00, 646.08, 296.80,   0.00,   4.64,   2.39,   0.00,  16.36,   0.00,   0.00,   0.00,   0.00,-571.60,-328.16,   0.00,  23.30,  70.00,   0.00,   5.44,   0.71, 0.0014, 0.0150,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.19, -59.80,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3644.92,14579.68, 656.09,   0.00,   0.00, -72.90,-17495.62,   0.00,  15.00,  25.00,   0.06,   1.00,   0.30,  10.87,  10.11, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
127,  0,   0.00,   0.00,   0.00, 645.44, 292.56,   0.00,   4.77,   2.82,   0.00,  22.63,   0.00,   0.00,   0.00,   0.00,-570.10,-310.90,   0.00,  23.00,  69.00,   0.00,   5.90,   0.75, 0.0016, 0.0168,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.28, -58.88,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3641.26,14565.04, 655.43,   0.00,   0.00, -72.83,-17478.05,   0.00,  16.52,  26.52,   0.06,   1.00,   0.30,  10.83,  10.06, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
128,  0,   0.00,   0.00,   0.00, 644.84, 289.17,   0.00,   4.82,   3.05,   0.00,  26.96,   0.00,   0.00,   0.00,   0.00,-568.89,-298.71,   0.00,  22.70,  68.20,   0.00,   6.12,   0.77, 0.0017, 0.0177,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.66, -58.16,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3638.02,14552.08, 654.84,   0.00,   0.00, -72.76,-17462.50,   0.00,  17.36,  27.36,   0.06,   1.00,   0.30,  10.80,  10.03, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
129,  0,   0.00,   0.00,   0.00, 645.92, 294.26,   0.00,   4.63,   2.47,   0.00,  17.37,   0.00,   0.00,   0.00,   0.00,-570.97,-323.87,   0.00,  23.10,  69.40,   0.00,   5.49,   0.71, 0.0014, 0.0153,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.85, -59.28,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3644.14,14576.56, 655.95,   0.00,   0.00, -72.88,-17491.87,   0.00,  15.28,  25.28,   0.06,   1.00,   0.30,  10.86,  10.09, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
130,  0,   0.00,   0.00,   0.00, 651.72, 292.98,   0.00,   4.56,   2.39,   0.00,  16.35,   0.00,   0.00,   0.00,   0.00,-575.42,-326.27,   0.00,  23.00,  69.10,   0.00,   5.37,   0.70, 0.0014, 0.0148,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.84, -59.03,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3676.70,14706.80, 661.81,   0.00,   0.00, -73.53,-17648.16,   0.00,  15.00,  25.00,   0.06,   1.00,   0.30,  10.87,  10.10, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
131,  0,   0.00,   0.00,   0.00, 653.40, 297.65,   0.00,   4.75,   2.59,   0.00,  19.00,   0.00,   0.00,   0.00,   0.00,-577.50,-324.50,   0.00,  23.40,  70.20,   0.00,   5.71,   0.73, 0.0015, 0.0160,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.04, -59.95,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3686.26,14745.04, 663.53,   0.00,   0.00, -73.73,-17694.05,   0.00,  15.69,  25.69,   0.06,   1.00,   0.30,  10.86,  10.09, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
132,  0,   0.00,   0.00,   0.00, 646.08, 291.29,   0.00,   4.69,   2.70,   0.00,  20.74,   0.00,   0.00,   0.00,   0.00,-570.44,-314.12,   0.00,  22.90,  68.70,   0.00,   5.73,   0.73, 0.0015, 0.0162,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.31, -58.65,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3644.88,14579.52, 656.08,   0.00,   0.00, -72.90,-17495.42,   0.00,  16.11,  26.11,   0.06,   1.00,   0.30,  10.83,  10.07, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
133,  0,   0.00,   0.00,   0.00, 647.20, 295.95,   0.00,   4.82,   2.78,   0.00,  21.99,   0.00,   0.00,   0.00,   0.00,-572.13,-315.36,   0.00,  23.30,  69.80,   0.00,   5.92,   0.75, 0.0016, 0.0168,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.66, -59.58,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3651.22,14604.88, 657.22,   0.00,   0.00, -73.02,-17525.86,   0.00,  16.39,  26.39,   0.06,   1.00,   0.30,  10.83,  10.07, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
134,  0,   0.00,   0.00,   0.00, 646.68, 292.56,   0.00,   4.73,   2.74,   0.00,  21.35,   0.00,   0.00,   0.00,   0.00,-571.13,-313.93,   0.00,  23.00,  69.00,   0.00,   5.80,   0.74, 0.0016, 0.0165,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.38, -58.90,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3648.32,14593.28, 656.70,   0.00,   0.00, -72.97,-17511.94,   0.00,  16.25,  26.25,   0.06,   1.00,   0.30,  10.83,  10.06, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
135,  0,   0.00,   0.00,   0.00, 646.12, 289.17,   0.00,   4.82,   3.05,   0.00,  26.96,   0.00,   0.00,   0.00,   0.00,-569.92,-298.97,   0.00,  22.70,  68.20,   0.00,   6.12,   0.77, 0.0017, 0.0177,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.66, -58.16,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3645.24,14580.96, 656.14,   0.00,   0.00, -72.90,-17497.15,   0.00,  17.36,  27.36,   0.06,   1.00,   0.30,  10.80,  10.03, 470.57,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
136,  0,   0.00,   0.00,   0.00, 647.20, 293.83,   0.00,   4.78,   2.78,   0.00,  22.00,   0.00,   0.00,   0.00,   0.00,-571.75,-313.64,   0.00,  23.10,  69.30,   0.00,   5.88,   0.75, 0.0016, 0.0167,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.44, -59.15,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3651.28,14605.12, 657.23,   0.00,   0.00, -73.03,-17526.14,   0.00,  16.39,  26.39,   0.06,   1.00,   0.30,  10.83,  10.06, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
137,  0,   0.00,   0.00,   0.00, 654.96, 301.89,   0.00,   4.73,   2.39,   0.00,  16.38,   0.00,   0.00,   0.00,   0.00,-579.62,-333.96,   0.00,  23.70,  71.20,   0.00,   5.54,   0.72, 0.0014, 0.0153,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.65, -60.83,   0.00,   0.00,   3.02,   0.09,   0.00,  -3.11,   0.00,   0.00,3695.00,14780.00, 665.10,   0.00,   0.00, -73.90,-17736.00,   0.00,  15.00,  25.00,   0.06,   1.00,   0.30,  10.88,  10.11, 470.66,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
138,  0,   0.00,   0.00,   0.00, 647.84, 295.95,   0.00,   4.80,   2.70,   0.00,  20.74,   0.00,   0.00,   0.00,   0.00,-572.73,-318.20,   0.00,  23.30,  69.80,   0.00,   4.56,   0.74, 0.0017, 0.0165,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.02, -59.59,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3654.94,14619.76, 162.02,   0.00,   0.00,-568.97,-17543.71,   0.00,  16.11,  26.11,   0.46,   1.00,   0.30,   9.95,  10.07, 271.41,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
139,  0,   0.00,   0.00,   0.00, 646.84, 292.14,   0.00,   4.53,   2.35,   0.00,  15.87,   0.00,   0.00,   0.00,   0.00,-571.38,-325.66,   0.00,  23.00,  68.90,   0.00,   5.30,   0.69, 0.0013, 0.0146,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.86, -58.88,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3649.14,14596.56, 656.85,   0.00,   0.00, -72.98,-17515.87,   0.00,  14.86,  24.86,   0.06,   1.00,   0.30,  10.87,  10.10, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
140,  0,   0.00,   0.00,   0.00, 647.96, 297.22,   0.00,   4.50,   2.13,   0.00,  13.26,   0.00,   0.00,   0.00,   0.00,-573.32,-335.78,   0.00,  23.40,  70.10,   0.00,   5.10,   0.68, 0.0012, 0.0137,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.63, -59.95,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3655.58,14622.32, 658.00,   0.00,   0.00, -73.11,-17546.79,   0.00,  14.03,  24.03,   0.06,   1.00,   0.30,  10.90,  10.13, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
141,  0,   0.00,   0.00,   0.00, 647.36, 292.98,   0.00,   4.56,   2.39,   0.00,  16.35,   0.00,   0.00,   0.00,   0.00,-571.93,-325.40,   0.00,  23.00,  69.10,   0.00,   5.37,   0.70, 0.0014, 0.0148,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.84, -59.03,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3652.10,14608.40, 657.38,   0.00,   0.00, -73.04,-17530.08,   0.00,  15.00,  25.00,   0.06,   1.00,   0.30,  10.87,  10.10, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
142,  0,   0.00,   0.00,   0.00, 646.60, 289.17,   0.00,   4.43,   2.27,   0.00,  14.92,   0.00,   0.00,   0.00,   0.00,-570.69,-325.37,   0.00,  22.70,  68.20,   0.00,   5.15,   0.67, 0.0013, 0.0141,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.64, -58.29,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3647.94,14591.76, 656.63,   0.00,   0.00, -72.96,-17510.11,   0.00,  14.58,  24.58,   0.06,   1.00,   0.30,  10.87,  10.11, 470.57,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
143,  0,   0.00,   0.00,   0.00, 647.68, 293.83,   0.00,   4.54,   2.31,   0.00,  15.39,   0.00,   0.00,   0.00,   0.00,-572.38,-328.26,   0.00,  23.10,  69.30,   0.00,   5.28,   0.69, 0.0013, 0.0145,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.04, -59.22,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3653.96,14615.84, 657.71,   0.00,   0.00, -73.08,-17539.01,   0.00,  14.72,  24.72,   0.06,   1.00,   0.30,  10.88,  10.11, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
144,  0,   0.00,   0.00,   0.00, 649.72, 299.34,   0.00,   4.85,   2.70,   0.00,  20.76,   0.00,   0.00,   0.00,   0.00,-574.80,-321.26,   0.00,  23.50,  70.60,   0.00,   5.89,   0.75, 0.0016, 0.0167,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.01, -60.26,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3665.46,14661.84, 659.78,   0.00,   0.00, -73.31,-17594.21,   0.00,  16.11,  26.11,   0.06,   1.00,   0.30,  10.85,  10.08, 470.66,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
145,  0,   0.00,   0.00,   0.00, 649.28, 295.95,   0.00,   4.78,   2.70,   0.00,  20.74,   0.00,   0.00,   0.00,   0.00,-573.84,-318.49,   0.00,  23.30,  69.80,   0.00,   5.82,   0.74, 0.0016, 0.0165,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.76, -59.59,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3662.94,14651.76, 659.33,   0.00,   0.00, -73.26,-17582.11,   0.00,  16.11,  26.11,   0.06,   1.00,   0.30,  10.84,  10.07, 470.63,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
146,  0,   0.00,   0.00,   0.00, 648.64, 292.14,   0.00,   4.83,   2.93,   0.00,  24.73,   0.00,   0.00,   0.00,   0.00,-572.52,-306.66,   0.00,  23.00,  68.90,   0.00,   6.04,   0.76, 0.0017, 0.0174,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.12, -58.79,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3659.30,14637.20, 658.67,   0.00,   0.00, -73.19,-17564.64,   0.00,  16.94,  26.94,   0.06,   1.00,   0.30,  10.81,  10.04, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
147,  0,   0.00,   0.00,   0.00, 649.24, 296.80,   0.00,   5.22,   3.49,   0.00,  38.19,   0.00,   0.00,   0.00,   0.00,-573.54,-281.73,   0.00,  23.30,  70.00,   0.00,   6.89,   0.85, 0.0019, 0.0204,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.73, -59.61,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3662.76,14651.04, 659.30,   0.00,   0.00, -73.26,-17581.25,   0.00,  19.03,  29.03,   0.06,   1.00,   0.30,  10.76,   9.99, 470.63,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
148,  0,   0.00,   0.00,   0.00, 648.72, 293.41,   0.00,   4.89,   3.01,   0.00,  26.21,   0.00,   0.00,   0.00,   0.00,-572.77,-304.50,   0.00,  23.10,  69.20,   0.00,   6.17,   0.77, 0.0017, 0.0178,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.14, -59.03,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3659.86,14639.44, 658.77,   0.00,   0.00, -73.20,-17567.33,   0.00,  17.22,  27.22,   0.06,   1.00,   0.30,  10.81,  10.04, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
149,  0,   0.00,   0.00,   0.00, 648.12, 290.02,   0.00,   4.42,   2.24,   0.00,  14.49,   0.00,   0.00,   0.00,   0.00,-572.08,-327.30,   0.00,  22.80,  68.40,   0.00,   5.12,   0.67, 0.0013, 0.0139,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.79, -58.47,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3656.56,14626.24, 658.18,   0.00,   0.00, -73.13,-17551.49,   0.00,  14.44,  24.44,   0.06,   1.00,   0.30,  10.88,  10.11, 470.57,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
150,  0,   0.00,   0.00,   0.00, 642.56, 292.14,   0.00,   4.77,   2.82,   0.00,  22.66,   0.00,   0.00,   0.00,   0.00,-567.71,-309.93,   0.00,  23.00,  68.90,   0.00,   5.89,   0.75, 0.0016, 0.0168,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.27, -58.81,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3625.08,14500.32, 652.51,   0.00,   0.00, -72.50,-17400.38,   0.00,  16.53,  26.53,   0.06,   1.00,   0.30,  10.82,  10.06, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
151,  0,   0.00,   0.00,   0.00, 650.32, 299.77,   0.00,   5.08,   3.13,   0.00,  28.66,   0.00,   0.00,   0.00,   0.00,-575.13,-304.63,   0.00,  23.60,  70.70,   0.00,   6.46,   0.81, 0.0018, 0.0188,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.54, -60.28,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3668.78,14675.12, 660.38,   0.00,   0.00, -73.38,-17610.14,   0.00,  17.64,  27.64,   0.06,   1.00,   0.30,  10.81,  10.04, 470.66,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
152,  0,   0.00,   0.00,   0.00, 649.72, 295.95,   0.00,   5.44,   3.89,   0.00,  53.56,   0.00,   0.00,   0.00,   0.00,-573.54,-248.78,   0.00,  23.30,  69.80,   0.00,   7.47,   0.90, 0.0021, 0.0226,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.11, -59.37,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3665.58,14662.32, 659.80,   0.00,   0.00, -73.31,-17594.79,   0.00,  20.69,  30.69,   0.06,   1.00,   0.30,  10.71,   9.95, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
153,  0,   0.00,   0.00,   0.00, 649.20, 292.56,   0.00,   4.95,   3.16,   0.00,  29.46,   0.00,   0.00,   0.00,   0.00,-572.93,-296.93,   0.00,  23.00,  69.00,   0.00,   6.35,   0.79, 0.0018, 0.0185,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.84, -58.82,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3662.60,14650.40, 659.27,   0.00,   0.00, -73.25,-17580.48,   0.00,  17.78,  27.78,   0.06,   1.00,   0.30,  10.79,  10.02, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
154,  0,   0.00,   0.00,   0.00, 649.80, 297.22,   0.00,   5.25,   3.52,   0.00,  39.27,   0.00,   0.00,   0.00,   0.00,-574.04,-279.90,   0.00,  23.40,  70.10,   0.00,   6.95,   0.85, 0.0019, 0.0207,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.77, -59.70,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3666.06,14664.24, 659.89,   0.00,   0.00, -73.32,-17597.09,   0.00,  19.17,  29.17,   0.06,   1.00,   0.30,  10.76,   9.99, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
155,  0,   0.00,   0.00,   0.00, 649.32, 293.83,   0.00,   5.11,   3.42,   0.00,  36.03,   0.00,   0.00,   0.00,   0.00,-573.12,-283.96,   0.00,  23.10,  69.30,   0.00,   6.72,   0.83, 0.0019, 0.0199,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -25.60, -59.03,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3663.18,14652.72, 659.37,   0.00,   0.00, -73.26,-17583.27,   0.00,  18.75,  28.75,   0.06,   1.00,   0.30,  10.76,  10.00, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
156,  0,   0.00,   0.00,   0.00, 642.48, 287.47,   0.00,   5.11,   3.66,   0.00,  43.88,   0.00,   0.00,   0.00,   0.00,-566.37,-260.90,   0.00,  22.60,  67.80,   0.00,   6.91,   0.84, 0.0019, 0.0207,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.71, -57.71,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3624.58,14498.32, 652.42,   0.00,   0.00, -72.49,-17397.98,   0.00,  19.72,  29.72,   0.06,   1.00,   0.30,  10.73,   9.96, 470.57,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
157,  0,   0.00,   0.00,   0.00, 643.52, 292.14,   0.00,   5.29,   3.79,   0.00,  49.21,   0.00,   0.00,   0.00,   0.00,-567.96,-253.61,   0.00,  23.00,  68.90,   0.00,   7.22,   0.87, 0.0020, 0.0218,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.94, -58.63,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3630.58,14522.32, 653.50,   0.00,   0.00, -72.61,-17426.79,   0.00,  20.28,  30.28,   0.06,   1.00,   0.30,  10.72,   9.95, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
158,  0,   0.00,   0.00,   0.00, 651.28, 299.77,   0.00,   5.91,   4.42,   0.00,  90.45,   0.00,   0.00,   0.00,   0.00,-575.14,-178.22,   0.00,  23.60,  70.70,   0.00,   6.17,   1.00, 0.0029, 0.0265,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.82, -60.01,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3674.24,14696.96,   0.00,   0.00,   0.00,-734.85,-17636.35,   0.00,  23.33,  33.33,   0.59,   1.00,   0.30,   9.65,   9.88, 206.56,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
159,  0,   0.00,   0.00,   0.00, 650.80, 296.38,   0.00,   5.81,   4.42,   0.00,  90.38,   0.00,   0.00,   0.00,   0.00,-574.12,-177.58,   0.00,  23.30,  69.90,   0.00,   8.43,   0.99, 0.0022, 0.0262,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.17, -59.33,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3671.68,14686.72, 660.90,   0.00,   0.00, -73.43,-17624.06,   0.00,  23.33,  33.33,   0.06,   1.00,   0.30,  10.64,   9.87, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
160,  0,   0.00,   0.00,   0.00, 650.32, 292.98,   0.00,   5.68,   4.37,   0.00,  85.49,   0.00,   0.00,   0.00,   0.00,-573.18,-180.00,   0.00,  23.00,  69.10,   0.00,   8.23,   0.97, 0.0021, 0.0255,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -23.97, -58.66,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3668.92,14675.68, 660.41,   0.00,   0.00, -73.38,-17610.82,   0.00,  23.06,  33.06,   0.06,   1.00,   0.30,  10.64,   9.87, 470.59,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
161,  0,   0.00,   0.00,   0.00, 650.96, 297.65,   0.00,   6.03,   4.64,   0.00, 118.23,   0.00,   0.00,   0.00,   0.00,-574.28,-177.82,   0.00,  23.40,  70.20,   0.00,   8.96,   1.04, 0.0022, 0.0281,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -23.77, -59.60,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3672.40,14689.60, 661.03,   0.00,   0.00, -73.45,-17627.52,   0.00,  24.72,  34.72,   0.06,   1.00,   0.30,  10.60,   9.84, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
162,  0,   0.00,   0.00,   0.00, 643.68, 291.29,   0.00,   5.54,   4.21,   0.00,  72.51,   0.00,   0.00,   0.00,   0.00,-567.67,-204.28,   0.00,  22.90,  68.70,   0.00,   7.88,   0.93, 0.0021, 0.0243,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.15, -58.36,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3631.34,14525.36, 653.64,   0.00,   0.00, -72.63,-17430.43,   0.00,  22.22,  32.22,   0.06,   1.00,   0.30,  10.66,   9.90, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
163,  0,   0.00,   0.00,   0.00, 643.08, 287.90,   0.00,   5.23,   3.86,   0.00,  51.97,   0.00,   0.00,   0.00,   0.00,-566.82,-244.34,   0.00,  22.60,  67.90,   0.00,   7.21,   0.87, 0.0020, 0.0218,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -24.43, -57.75,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3628.02,14512.08, 653.04,   0.00,   0.00, -72.56,-17414.50,   0.00,  20.56,  30.56,   0.06,   1.00,   0.30,  10.70,   9.94, 470.57,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
